Local Traces SL in % - Simulacao gerada a partir do modelo de coracao do CircAdapt
Number of Frames 835	 MVO = 0.6545 MVC = 0.2728 AVO = 0.3360
FR= XX Left Marker Time=0.000000000 Right Marker Time=0.833333333 ES Time=0.586034402
Time (s) 		      RED    	     BLUE    	  MAGENTA    	    GREEN    	  GLOBAL     	ECG : 
0.193844924		5.849955938	5.091648557	3.756034436	3.043314785	4.435238429	0.000000000
0.194844125		5.760694028	5.027962727	3.725744335	3.023754636	4.384538932	0.000000000
0.195843325		5.666945729	4.959881451	3.692660834	3.002703052	4.330547766	0.000000000
0.196842526		5.568908328	4.887494614	3.656653165	2.979990574	4.273261671	0.000000000
0.197841727		5.466779463	4.810905724	3.617599809	2.955436859	4.212680464	0.000000000
0.198840927		5.360757083	4.730231815	3.575394268	2.928858588	4.148810438	0.000000000
0.199840128		5.251034552	4.645597447	3.529944022	2.900070962	4.081661746	0.000000000
0.200839329		5.137814821	4.557149730	3.481190368	2.868911406	4.011266581	0.000000000
0.201838529		5.021286940	4.465031404	3.429084150	2.835217759	3.937655063	0.000000000
0.202837730		4.901631454	4.369384324	3.373589920	2.798835294	3.860860248	0.000000000
0.203836930		4.779046740	4.270380688	3.314724324	2.759662771	3.780953631	0.000000000
0.204836131		4.653698479	4.168160618	3.252485411	2.717577922	3.697980608	0.000000000
0.205835332		4.525760939	4.062881864	3.186904985	2.672497129	3.612011229	0.000000000
0.206834532		4.395411694	3.954711528	3.118052784	2.624385315	3.523140330	0.000000000
0.207833733		4.262771984	3.843753063	3.045920839	2.573122514	3.431392100	0.000000000
0.208832934		4.128009104	3.730170297	2.970603847	2.518714469	3.336874429	0.000000000
0.209832134		3.991301716	3.614145196	2.892236432	2.461222450	3.239726448	0.000000000
0.210831335		3.852719626	3.495728711	2.810780225	2.400512449	3.139935253	0.000000000
0.211830536		3.712439671	3.375106961	2.726399928	2.336697253	3.037660953	0.000000000
0.212829736		3.570578551	3.252393408	2.639168540	2.269790704	2.932982800	0.000000000
0.213828937		3.427197053	3.127634781	2.549072194	2.199711166	2.825903798	0.000000000
0.214828137		3.282577184	3.001154132	2.456496617	2.126856419	2.716771088	0.000000000
0.215827338		3.136765402	2.872983022	2.361421179	2.051151124	2.605580182	0.000000000
0.216826539		2.989773427	2.743112086	2.263772706	1.972461773	2.492279998	0.000000000
0.217825739		2.841929978	2.611924475	2.164038324	1.891325187	2.377304491	0.000000000
0.218824940		2.693210003	2.479366766	2.062090488	1.807552521	2.260554944	0.000000000
0.219824141		2.543775328	2.345617251	1.958133867	1.721353623	2.142220017	0.000000000
0.220823341		2.393855529	2.210934584	1.852482926	1.633071204	2.022586061	0.000000000
0.221822542		2.243242183	2.075048421	1.744723202	1.542184809	1.901299654	0.000000000
0.222821743		2.092380973	1.938479546	1.635536785	1.449479234	1.778969135	0.000000000
0.223820943		1.941068641	1.800966626	1.524528036	1.354460665	1.655255992	0.000000000
0.224820144		1.789583533	1.662828016	1.412101218	1.257587520	1.530525072	0.000000000
0.225819345		1.638143253	1.524306415	1.298552902	1.159190016	1.405048147	0.000000000
0.226818545		1.486592542	1.385202702	1.183583579	1.058895472	1.278568574	0.000000000
0.227817746		1.335465367	1.246131638	1.067988233	0.957622144	1.151801845	0.000000000
0.228816946		1.184693295	1.106995320	0.951602109	0.855156643	1.024611842	0.000000000
0.229816147		1.034449776	0.967981627	0.834646114	0.751742080	0.897204899	0.000000000
0.230815348		0.884443063	0.828736136	0.716624319	0.646780767	0.769146071	0.000000000
0.231814548		0.734859453	0.689464552	0.597787026	0.540553368	0.640666100	0.000000000
0.232813749		0.585653081	0.550105902	0.478042088	0.432946210	0.511686820	0.000000000
0.233812950		0.437632044	0.411573795	0.358539874	0.325275076	0.383255197	0.000000000
0.234812150		0.291205320	0.274315064	0.239813334	0.218133354	0.255866768	0.000000000
0.235811351		0.145083733	0.136848541	0.119954348	0.109312777	0.127799850	0.000000000
0.236810552		0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000
0.237809752		-0.144180898	-0.136392849	-0.120270253	-0.110065976	-0.127727494	0.000000000
0.238808953		-0.286689021	-0.271478292	-0.239820439	-0.219719902	-0.254426914	0.000000000
0.239808153		-0.427751712	-0.405524260	-0.359005305	-0.329376170	-0.380414362	0.000000000
0.240807354		-0.567757622	-0.538971965	-0.478379624	-0.439667924	-0.506194284	0.000000000
0.241806555		-0.706223287	-0.671293185	-0.597312558	-0.549891633	-0.631180166	0.000000000
0.242805755		-0.842872770	-0.802194980	-0.715470295	-0.659684079	-0.755055531	0.000000000
0.243804956		-0.978206326	-0.932234809	-0.833533544	-0.769810341	-0.878446255	0.000000000
0.244804157		-1.111761853	-1.060913869	-0.950918952	-0.879627148	-1.000805456	0.000000000
0.245803357		-1.243406245	-1.188096336	-1.067481373	-0.988981698	-1.121991413	0.000000000
0.246802558		-1.373016397	-1.313657758	-1.183089988	-1.097737486	-1.241875407	0.000000000
0.247801759		-1.501086892	-1.438138450	-1.298383638	-1.206600382	-1.361052341	0.000000000
0.248800959		-1.627009959	-1.560888870	-1.412616947	-1.314757356	-1.478818283	0.000000000
0.249800160		-1.751186372	-1.682344026	-1.526298652	-1.422767126	-1.595649044	0.000000000
0.250799361		-1.873280511	-1.802148782	-1.639027535	-1.530195394	-1.711163055	0.000000000
0.251798561		-1.993317018	-1.920333607	-1.750844934	-1.637090023	-1.825396396	0.000000000
0.252797762		-2.111044126	-2.036635927	-1.861461713	-1.743142403	-1.938071042	0.000000000
0.253796962		-2.226323626	-2.150915059	-1.970729355	-1.848197547	-2.049041397	0.000000000
0.254796163		-2.339528750	-2.263566864	-2.079094098	-1.952736108	-2.158731455	0.000000000
0.255795364		-2.450367848	-2.374287036	-2.186221299	-2.056401403	-2.266819397	0.000000000
0.256794564		-2.559000642	-2.483243223	-2.292297251	-2.159392673	-2.373483447	0.000000000
0.257793765		-2.665202735	-2.590202425	-2.397068316	-2.261441149	-2.478478656	0.000000000
0.258792966		-2.768915368	-2.695104476	-2.500471192	-2.362481021	-2.581743014	0.000000000
0.259792166		-2.870089618	-2.797898977	-2.602452750	-2.462457149	-2.683224623	0.000000000
0.260791367		-2.968724190	-2.898584732	-2.703013002	-2.561370295	-2.782923055	0.000000000
0.261790568		-3.064691282	-2.997029251	-2.802009855	-2.659071722	-2.880700527	0.000000000
0.262789768		-3.158100700	-3.093344099	-2.899561824	-2.755685361	-2.976672996	0.000000000
0.263788969		-3.248522468	-3.187088002	-2.995200464	-2.850722988	-3.070383481	0.000000000
0.264788169		-3.336581424	-3.278896683	-3.089595957	-2.944881645	-3.162488927	0.000000000
0.265787370		-3.421804143	-3.368283751	-3.182231330	-3.037622335	-3.252485390	0.000000000
0.266786571		-3.504351644	-3.455409201	-3.273270680	-3.129113815	-3.340536335	0.000000000
0.267785771		-3.583986369	-3.540028421	-3.362454948	-3.219087114	-3.426389213	0.000000000
0.268784972		-3.660682625	-3.622111646	-3.449749820	-3.307505972	-3.510012516	0.000000000
