Local Traces SL in % - Simulacao gerada a partir do modelo de coracao do CircAdapt
Number of Frames 835	 MVO = 0.7144 MVC = 0.2568
FR= XX Left Marker Time=0.000000000 Right Marker Time=0.833333333 ES Time=0.640073941
Time (s) 		      RED    	     BLUE    	  MAGENTA    	    GREEN    	  GLOBAL     	ECG : 
0.214828137		-0.334225212	0.654162995	0.497999764	0.430732481	0.312167507	0.000000000
0.215827338		-0.250699118	0.491052196	0.374884982	0.324778876	0.235004234	0.000000000
0.216826539		-0.167044961	0.327606573	0.250807450	0.217641243	0.157252576	0.000000000
0.217825739		-0.083410106	0.163889216	0.125810129	0.109345846	0.078908771	0.000000000
0.218824940		0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000
0.219824141		0.082963605	-0.163945743	-0.126488738	-0.110255782	-0.079431664	0.000000000
0.220823341		0.165394664	-0.327893362	-0.253624135	-0.221404678	-0.159381878	0.000000000
0.221822542		0.247080373	-0.491719670	-0.381258088	-0.333287683	-0.239796267	0.000000000
0.222821743		0.327958760	-0.655366072	-0.509350355	-0.445876452	-0.320658530	0.000000000
0.223820943		0.407881295	-0.818725258	-0.637779088	-0.559043049	-0.401916525	0.000000000
0.224820144		0.486830624	-0.981746648	-0.766514457	-0.672770150	-0.483550158	0.000000000
0.225819345		0.564686386	-1.144321816	-0.895433597	-0.786927829	-0.565499214	0.000000000
0.226818545		0.641415821	-1.306378095	-1.024470531	-0.901454305	-0.647721778	0.000000000
0.227817746		0.716989367	-1.467834213	-1.153545563	-1.016270997	-0.730165351	0.000000000
0.228816946		0.791295034	-1.628571208	-1.282521745	-1.131230978	-0.812757224	0.000000000
0.229816147		0.864376924	-1.788534248	-1.411361148	-1.246305328	-0.895455950	0.000000000
0.230815348		0.936186931	-1.947624834	-1.539959340	-1.361385773	-0.978195754	0.000000000
0.231814548		1.006679690	-2.105734534	-1.668198801	-1.476349069	-1.060900678	0.000000000
0.232813749		1.076010919	-2.262863639	-1.796121877	-1.591259419	-1.143558504	0.000000000
0.233812950		1.144132583	-2.418908819	-1.923617514	-1.706000282	-1.226098508	0.000000000
0.234812150		1.210998342	-2.573756322	-2.050561316	-1.820439989	-1.308439821	0.000000000
0.235811351		1.276589856	-2.727312379	-2.176859422	-1.934482978	-1.390516231	0.000000000
0.236810552		1.340978467	-2.879529581	-2.302484021	-2.048110231	-1.472286342	0.000000000
0.237809752		1.404163324	-3.030323698	-2.427354855	-2.161241615	-1.553689211	0.000000000
0.238808953		1.466151386	-3.179612986	-2.551395697	-2.273801693	-1.634664747	0.000000000
0.239808153		1.526987670	-3.327349904	-2.674577453	-2.385768975	-1.715177165	0.000000000
0.240807354		1.586636888	-3.473418366	-2.796777278	-2.497014486	-1.795143310	0.000000000
0.241806555		1.645137738	-3.617769032	-2.917963815	-2.607513926	-1.874527258	0.000000000
0.242805755		1.702508007	-3.760341798	-3.038090468	-2.717225222	-1.953287370	0.000000000
0.243804956		1.758742091	-3.901044723	-3.157068222	-2.826058070	-2.031357231	0.000000000
0.244804157		1.813862374	-4.039830589	-3.274867372	-2.933989214	-2.108706200	0.000000000
0.245803357		1.867874225	-4.176630173	-3.391428745	-3.040961832	-2.185286631	0.000000000
0.246802558		1.920780309	-4.311367990	-3.506685170	-3.146910109	-2.261045740	0.000000000
0.247801759		1.972594537	-4.443999033	-3.620608342	-3.251811517	-2.335956089	0.000000000
0.248800959		2.023321332	-4.574459842	-3.733145756	-3.355616219	-2.409975121	0.000000000
0.249800160		2.072962089	-4.702691733	-3.844250646	-3.458280601	-2.483065223	0.000000000
0.250799361		2.121505939	-4.828633396	-3.953872639	-3.559756916	-2.555189253	0.000000000
0.251798561		2.168940586	-4.952228879	-4.061967690	-3.660004270	-2.626315063	0.000000000
0.252797762		2.215253051	-5.073425644	-4.168495373	-3.758985515	-2.696413370	0.000000000
0.253796962		2.260427330	-5.192163323	-4.273405710	-3.856653137	-2.765448710	0.000000000
0.254796163		2.304457548	-5.308405913	-4.376676293	-3.952988770	-2.833403357	0.000000000
0.255795364		2.347330086	-5.422099600	-4.478263706	-4.047951583	-2.900246201	0.000000000
0.256794564		2.389026157	-5.533167882	-4.578097675	-4.141471805	-2.965927801	0.000000000
0.257793765		2.429554692	-5.641630929	-4.676218903	-4.233598045	-3.030473296	0.000000000
0.258792966		2.468899779	-5.747420927	-4.772565342	-4.324268740	-3.093838808	0.000000000
0.259792166		2.507031898	-5.850383363	-4.866974782	-4.413314894	-3.155910285	0.000000000
0.260791367		2.543990412	-5.950711989	-4.959685231	-4.500995902	-3.216850677	0.000000000
0.261790568		2.579752329	-6.048279429	-5.050562232	-4.587171279	-3.276565153	0.000000000
0.262789768		2.614301809	-6.142979272	-5.139497125	-4.671728820	-3.334975852	0.000000000
0.263788969		2.647655654	-6.234893122	-5.226592979	-4.754781617	-3.392153016	0.000000000
0.264788169		2.679812831	-6.323984309	-5.311816860	-4.836297102	-3.448071360	0.000000000
